cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
cluster	0.9200000000000002	26414	25988	4
